3,57,3138,1752162189,824104
3,55,1,1752162189,824104
3,58,0,1752162189,824104
3,59,15,1752162189,824104
1,330,1,1752162189,824104
3,54,268,1752162189,824104
3,53,120,1752162189,824104
3,26,0,1752162189,824104
3,27,0,1752162189,824104
3,29,0,1752162189,824104
1,236,0,1752162189,824104
1,236,1,1752162189,824104
0,0,0,1752162189,824104
3,57,3138,1752162189,826697
3,55,1,1752162189,826697
3,58,0,1752162189,826697
3,59,15,1752162189,826697
3,54,268,1752162189,826697
3,53,120,1752162189,826697
3,26,0,1752162189,826697
3,27,0,1752162189,826697
3,29,0,1752162189,826697
0,0,0,1752162189,826697
3,57,3138,1752162189,832810
3,55,1,1752162189,832810
3,58,0,1752162189,832810
3,59,15,1752162189,832810
3,54,268,1752162189,832810
3,53,120,1752162189,832810
3,26,0,1752162189,832810
3,27,0,1752162189,832810
3,29,0,1752162189,832810
0,0,0,1752162189,832810
3,57,3138,1752162189,835981
3,55,1,1752162189,835981
3,58,0,1752162189,835981
3,59,15,1752162189,835981
3,54,268,1752162189,835981
3,53,120,1752162189,835981
3,26,0,1752162189,835981
3,27,0,1752162189,835981
3,29,0,1752162189,835981
0,0,0,1752162189,835981
3,57,3138,1752162189,838389
3,55,1,1752162189,838389
3,58,0,1752162189,838389
3,59,15,1752162189,838389
3,54,268,1752162189,838389
3,53,120,1752162189,838389
3,26,0,1752162189,838389
3,27,0,1752162189,838389
3,29,0,1752162189,838389
0,0,0,1752162189,838389
3,57,3138,1752162189,841760
3,55,1,1752162189,841760
3,58,0,1752162189,841760
3,59,15,1752162189,841760
3,54,268,1752162189,841760
3,53,120,1752162189,841760
3,26,0,1752162189,841760
3,27,0,1752162189,841760
3,29,0,1752162189,841760
0,0,0,1752162189,841760
3,57,3138,1752162189,847998
3,55,1,1752162189,847998
3,58,0,1752162189,847998
3,59,15,1752162189,847998
3,54,268,1752162189,847998
3,53,120,1752162189,847998
3,26,0,1752162189,847998
3,27,0,1752162189,847998
3,29,0,1752162189,847998
0,0,0,1752162189,847998
3,57,3138,1752162189,851460
3,55,1,1752162189,851460
3,58,0,1752162189,851460
3,59,15,1752162189,851460
3,54,268,1752162189,851460
3,53,120,1752162189,851460
3,26,0,1752162189,851460
3,27,0,1752162189,851460
3,29,0,1752162189,851460
0,0,0,1752162189,851460
3,57,3138,1752162189,853070
3,55,1,1752162189,853070
3,58,0,1752162189,853070
3,59,15,1752162189,853070
3,54,268,1752162189,853070
3,53,120,1752162189,853070
3,26,0,1752162189,853070
3,27,0,1752162189,853070
3,29,0,1752162189,853070
0,0,0,1752162189,853070
3,57,3138,1752162189,857010
3,55,1,1752162189,857010
3,58,0,1752162189,857010
3,59,15,1752162189,857010
3,54,268,1752162189,857010
3,53,120,1752162189,857010
3,26,0,1752162189,857010
3,27,0,1752162189,857010
3,29,0,1752162189,857010
0,0,0,1752162189,857010
3,57,3138,1752162189,862854
3,55,1,1752162189,862854
3,58,0,1752162189,862854
3,59,15,1752162189,862854
3,54,268,1752162189,862854
3,53,120,1752162189,862854
3,26,0,1752162189,862854
3,27,0,1752162189,862854
3,29,0,1752162189,862854
0,0,0,1752162189,862854
3,57,3138,1752162189,866107
3,55,1,1752162189,866107
3,58,0,1752162189,866107
3,59,15,1752162189,866107
3,54,268,1752162189,866107
3,53,120,1752162189,866107
3,26,0,1752162189,866107
3,27,0,1752162189,866107
3,29,0,1752162189,866107
0,0,0,1752162189,866107
3,57,3138,1752162189,867969
3,55,1,1752162189,867969
3,58,0,1752162189,867969
3,59,15,1752162189,867969
3,54,268,1752162189,867969
3,53,120,1752162189,867969
3,26,0,1752162189,867969
3,27,0,1752162189,867969
3,29,0,1752162189,867969
0,0,0,1752162189,867969
3,57,3138,1752162189,871762
3,55,1,1752162189,871762
3,58,0,1752162189,871762
3,59,15,1752162189,871762
3,54,268,1752162189,871762
3,53,120,1752162189,871762
3,26,0,1752162189,871762
3,27,0,1752162189,871762
3,29,0,1752162189,871762
0,0,0,1752162189,871762
3,57,3138,1752162189,877683
3,55,1,1752162189,877683
3,58,0,1752162189,877683
3,59,15,1752162189,877683
3,54,268,1752162189,877683
3,53,120,1752162189,877683
3,26,0,1752162189,877683
3,27,0,1752162189,877683
3,29,0,1752162189,877683
0,0,0,1752162189,877683
3,57,3138,1752162189,881221
3,55,1,1752162189,881221
3,58,0,1752162189,881221
3,59,15,1752162189,881221
3,54,268,1752162189,881221
3,53,120,1752162189,881221
3,26,0,1752162189,881221
3,27,0,1752162189,881221
3,29,0,1752162189,881221
0,0,0,1752162189,881221
3,57,3138,1752162189,883529
3,55,1,1752162189,883529
3,58,0,1752162189,883529
3,59,15,1752162189,883529
3,54,268,1752162189,883529
3,53,120,1752162189,883529
3,26,0,1752162189,883529
3,27,0,1752162189,883529
3,29,0,1752162189,883529
0,0,0,1752162189,883529
3,57,3138,1752162189,886904
3,55,1,1752162189,886904
3,58,0,1752162189,886904
3,59,15,1752162189,886904
3,54,268,1752162189,886904
3,53,120,1752162189,886904
3,26,0,1752162189,886904
3,27,0,1752162189,886904
3,29,0,1752162189,886904
0,0,0,1752162189,886904
3,57,3138,1752162189,892580
3,55,1,1752162189,892580
3,58,0,1752162189,892580
3,59,15,1752162189,892580
3,54,268,1752162189,892580
3,53,120,1752162189,892580
3,26,0,1752162189,892580
3,27,0,1752162189,892580
3,29,0,1752162189,892580
0,0,0,1752162189,892580
3,57,3138,1752162189,896010
3,55,1,1752162189,896010
3,58,0,1752162189,896010
3,59,15,1752162189,896010
3,54,268,1752162189,896010
3,53,120,1752162189,896010
3,26,0,1752162189,896010
3,27,0,1752162189,896010
3,29,0,1752162189,896010
0,0,0,1752162189,896010
3,57,3138,1752162189,898162
3,55,1,1752162189,898162
3,58,0,1752162189,898162
3,59,15,1752162189,898162
3,54,268,1752162189,898162
3,53,120,1752162189,898162
3,26,0,1752162189,898162
3,27,0,1752162189,898162
3,29,0,1752162189,898162
0,0,0,1752162189,898162
3,57,3138,1752162189,901865
3,55,1,1752162189,901865
3,58,0,1752162189,901865
3,59,15,1752162189,901865
3,54,268,1752162189,901865
3,53,120,1752162189,901865
3,26,0,1752162189,901865
3,27,0,1752162189,901865
3,29,0,1752162189,901865
0,0,0,1752162189,901865
